Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily_Kinesthetic,Logical_Mathematical,Spatial,Interpersonal,Intrapersonal,Naturalist,s/p,P1,P2,P3,P4,P5,P6,P7,P8,R_Realistic,I_Investigative,A_Artistic,S_Social,E_Enterprising,C_Conventional
,,"Astronomer
",S11,13.0,6.0,13.0,16.0,17.0,12.0,19.0,19.0,s11,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.0,17.5,12.0,15.5,12.5,17.5
,,"Astronomer
",S12,14.0,7.0,13.0,16.0,16.0,12.0,19.0,19.0,s12,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.0,17.5,12.333333333333334,15.5,13.0,17.5
,,"Astronomer
",S13,13.0,8.0,13.0,17.0,15.0,12.0,19.0,19.0,s13,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.0,18.0,12.0,15.5,12.5,18.0
,,"Astronomer
",S14,12.0,9.0,13.0,17.0,19.0,12.0,19.0,19.0,s14,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.0,18.0,13.333333333333334,15.5,12.0,18.0
,,"Astronomer
",S15,11.0,8.0,13.0,17.0,20.0,12.0,19.0,18.0,s15,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,17.5,13.0,15.5,11.5,18.0
,,"Astronomer
",S16,14.0,7.0,13.0,17.0,15.0,12.0,19.0,18.0,s16,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,17.5,12.0,15.5,13.0,18.0
,,"Astronomer
",S17,11.0,6.0,13.0,17.0,15.0,12.0,20.0,18.0,s17,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,17.5,10.666666666666666,16.0,11.5,18.5
,,"Astronomer
",S18,12.0,5.0,13.0,18.0,16.0,12.0,20.0,18.0,s18,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,18.0,11.0,16.0,12.0,19.0
,,"Astronomer
",S19,13.0,5.0,13.0,18.0,16.0,12.0,20.0,18.0,s19,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,18.0,11.333333333333334,16.0,12.5,19.0
,,"Astronomer
",S20,14.0,6.0,14.0,18.0,17.0,13.0,20.0,18.0,s20,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.0,18.0,12.333333333333334,16.5,13.5,19.0
,,"Astronomer
",S21,13.0,7.0,14.0,18.0,16.0,13.0,20.0,18.0,s21,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.0,18.0,12.0,16.5,13.0,19.0
,,"Astronomer
",S22,12.0,8.0,14.0,18.0,15.0,13.0,16.0,18.0,s22,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.0,18.0,11.666666666666666,14.5,12.5,17.0
,,"Astronomer
",S23,11.0,9.0,14.0,18.0,19.0,13.0,16.0,18.0,s23,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.0,18.0,13.0,14.5,12.0,17.0
,,"Astronomer
",S24,14.0,8.0,14.0,18.0,20.0,13.0,16.0,18.0,s24,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.0,18.0,14.0,14.5,13.5,17.0
,,"Astronomer
",S25,11.0,7.0,14.0,18.0,16.0,13.0,16.0,19.0,s25,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,16.5,18.5,11.333333333333334,14.5,12.0,17.0
,,"Astronomer
",S26,12.0,6.0,14.0,19.0,16.0,13.0,16.0,20.0,s26,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,17.0,19.5,11.333333333333334,14.5,12.5,17.5
,,"Astronomer
",S27,13.0,5.0,14.0,19.0,17.0,13.0,16.0,20.0,s27,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,17.0,19.5,11.666666666666666,14.5,13.0,17.5
,,"Astronomer
",S28,14.0,5.0,14.0,19.0,17.0,13.0,16.0,20.0,s28,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,17.0,19.5,12.0,14.5,13.5,17.5
,,"Astronomer
",S29,13.0,5.0,14.0,19.0,16.0,13.0,16.0,20.0,s29,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,17.0,19.5,11.333333333333334,14.5,13.0,17.5
,,"Astronomer
",S30,12.0,6.0,14.0,19.0,15.0,13.0,16.0,20.0,s30,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,17.0,19.5,11.0,14.5,12.5,17.5
,,"Astronomer
",S31,11.0,7.0,14.0,19.0,19.0,13.0,16.0,20.0,s31,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,17.0,19.5,12.333333333333334,14.5,12.0,17.5
,,"Astronomer
",S32,14.0,8.0,14.0,19.0,20.0,13.0,16.0,20.0,s32,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,17.0,19.5,14.0,14.5,13.5,17.5
,,"Astronomer
",S33,11.0,9.0,14.0,19.0,17.0,13.0,16.0,20.0,s33,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,17.0,19.5,12.333333333333334,14.5,12.0,17.5
,,"Astronomer
",S34,12.0,8.0,14.0,19.0,17.0,13.0,16.0,20.0,s34,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,17.0,19.5,12.333333333333334,14.5,12.5,17.5
,,"Astronomer
",S35,13.0,7.0,11.0,19.0,17.0,13.0,16.0,20.0,s35,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,19.5,12.333333333333334,14.5,13.0,17.5
,,"Astronomer
",S36,14.0,6.0,11.0,19.0,16.0,13.0,16.0,20.0,s36,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,19.5,12.0,14.5,13.5,17.5
,,"Astronomer
",S37,13.0,5.0,11.0,20.0,15.0,13.0,16.0,20.0,s37,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,20.0,11.0,14.5,13.0,18.0
,,"Astronomer
",S38,12.0,8.0,11.0,20.0,19.0,12.0,16.0,20.0,s38,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,20.0,13.0,14.0,12.0,18.0
,,"Astronomer
",S39,11.0,5.0,11.0,20.0,20.0,12.0,16.0,20.0,s39,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,20.0,12.0,14.0,11.5,18.0
,,"Astronomer
",S40,14.0,6.0,11.0,20.0,17.0,12.0,16.0,20.0,s40,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,15.5,20.0,12.333333333333334,14.0,13.0,18.0
,,"Astronomer
",S41,11.0,7.0,11.0,20.0,17.0,12.0,17.0,15.0,s41,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.0,17.5,11.666666666666666,14.5,11.5,18.5
,,"Astronomer
",S42,12.0,8.0,11.0,20.0,18.0,12.0,17.0,15.0,s42,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.0,17.5,12.666666666666666,14.5,12.0,18.5
,,"Astronomer
",S43,13.0,9.0,11.0,20.0,17.0,12.0,17.0,15.0,s43,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.0,17.5,13.0,14.5,12.5,18.5
,,"Astronomer
",S44,14.0,8.0,11.0,20.0,16.0,12.0,17.0,15.0,s44,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.0,17.5,12.666666666666666,14.5,13.0,18.5
,,"Astronomer
",S45,13.0,7.0,12.0,20.0,15.0,11.0,17.0,15.0,s45,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.5,17.5,11.666666666666666,14.0,12.0,18.5
,,"Astronomer
",S46,12.0,6.0,12.0,20.0,19.0,11.0,17.0,15.0,s46,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.5,17.5,12.333333333333334,14.0,11.5,18.5
,,"Astronomer
",S47,11.0,5.0,12.0,20.0,20.0,11.0,17.0,15.0,s47,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.5,17.5,12.0,14.0,11.0,18.5
,,"Astronomer
",S48,14.0,9.0,12.0,20.0,18.0,11.0,17.0,15.0,s48,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.5,17.5,13.666666666666666,14.0,12.5,18.5
,,"Astronomer
",S49,11.0,7.0,12.0,20.0,18.0,11.0,17.0,15.0,s49,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.5,17.5,12.0,14.0,11.0,18.5
,,"Astronomer
",S50,12.0,9.0,12.0,20.0,18.0,11.0,17.0,15.0,s50,AVG,POOR,AVG,BEST,BEST,AVG,BEST,BEST,13.5,17.5,13.0,14.0,11.5,18.5
2.0,,Geologist,S51,11.0,8.0,17.0,19.0,13.0,6.0,12.0,20.0,s51,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,19.5,10.666666666666666,9.0,8.5,15.5
,,Geologist,S52,12.0,5.0,16.0,19.0,14.0,7.0,12.0,20.0,s52,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.0,19.5,10.333333333333334,9.5,9.5,15.5
,,Geologist,S53,13.0,6.0,15.0,19.0,13.0,8.0,12.0,20.0,s53,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,19.5,10.666666666666666,10.0,10.5,15.5
,,Geologist,S54,14.0,7.0,19.0,19.0,12.0,9.0,12.0,20.0,s54,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,19.5,19.5,11.0,10.5,11.5,15.5
,,Geologist,S55,13.0,8.0,20.0,19.0,11.0,8.0,12.0,20.0,s55,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,20.0,19.5,10.666666666666666,10.0,10.5,15.5
,,Geologist,S56,12.0,9.0,17.0,19.0,14.0,5.0,12.0,20.0,s56,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,19.5,11.666666666666666,8.5,8.5,15.5
,,Geologist,S57,11.0,8.0,17.0,19.0,11.0,6.0,12.0,20.0,s57,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,19.5,10.0,9.0,8.5,15.5
,,Geologist,S58,14.0,5.0,18.0,19.0,12.0,7.0,12.0,20.0,s58,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,19.0,19.5,10.333333333333334,9.5,10.5,15.5
,,Geologist,S59,11.0,6.0,17.0,19.0,13.0,8.0,12.0,20.0,s59,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,19.5,10.0,10.0,9.5,15.5
,,Geologist,S60,12.0,7.0,17.0,19.0,13.0,9.0,12.0,20.0,s60,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,19.5,10.666666666666666,10.5,10.5,15.5
,,Geologist,S61,13.0,8.0,16.0,19.0,14.0,8.0,13.0,20.0,s61,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.0,19.5,11.666666666666666,10.5,10.5,16.0
,,Geologist,S62,14.0,9.0,15.0,15.0,13.0,5.0,13.0,20.0,s62,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,17.5,12.0,9.0,9.5,14.0
,,Geologist,S63,13.0,8.0,19.0,15.0,12.0,6.0,13.0,20.0,s63,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,19.5,17.5,11.0,9.5,9.5,14.0
,,Geologist,S64,12.0,5.0,20.0,15.0,11.0,7.0,13.0,20.0,s64,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,20.0,17.5,9.333333333333334,10.0,9.5,14.0
,,Geologist,S65,11.0,6.0,17.0,15.0,14.0,8.0,13.0,20.0,s65,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,17.5,10.333333333333334,10.5,9.5,14.0
,,Geologist,S66,14.0,7.0,17.0,15.0,11.0,9.0,13.0,20.0,s66,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,17.5,10.666666666666666,11.0,11.5,14.0
,,Geologist,S67,11.0,8.0,18.0,15.0,12.0,8.0,13.0,20.0,s67,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,19.0,17.5,10.333333333333334,10.5,9.5,14.0
,,Geologist,S68,12.0,9.0,17.0,15.0,13.0,5.0,13.0,18.0,s68,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,16.5,11.333333333333334,9.0,8.5,14.0
,,Geologist,S69,13.0,8.0,17.0,15.0,13.0,6.0,13.0,18.0,s69,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,16.5,11.333333333333334,9.5,9.5,14.0
,,Geologist,S70,14.0,5.0,16.0,15.0,14.0,7.0,13.0,18.0,s70,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.0,16.5,11.0,10.0,10.5,14.0
,,Geologist,S71,13.0,6.0,15.0,15.0,13.0,8.0,13.0,18.0,s71,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,16.5,16.5,10.666666666666666,10.5,10.5,14.0
,,Geologist,S72,12.0,7.0,19.0,18.0,12.0,9.0,13.0,18.0,s72,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,18.0,10.333333333333334,11.0,10.5,15.5
,,Geologist,S73,11.0,8.0,20.0,18.0,11.0,8.0,11.0,18.0,s73,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,19.0,18.0,10.0,9.5,9.5,14.5
,,Geologist,S74,14.0,9.0,17.0,18.0,14.0,5.0,11.0,18.0,s74,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,18.0,12.333333333333334,8.0,9.5,14.5
,,Geologist,S75,11.0,8.0,17.0,18.0,11.0,6.0,11.0,18.0,s75,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,18.0,10.0,8.5,8.5,14.5
,,Geologist,S76,12.0,5.0,18.0,18.0,12.0,7.0,11.0,18.0,s76,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.0,18.0,9.666666666666666,9.0,9.5,14.5
,,Geologist,S77,13.0,6.0,17.0,18.0,13.0,8.0,11.0,18.0,s77,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,18.0,10.666666666666666,9.5,10.5,14.5
,,Geologist,S78,14.0,7.0,17.0,18.0,13.0,9.0,11.0,18.0,s78,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,18.0,11.333333333333334,10.0,11.5,14.5
,,Geologist,S79,13.0,8.0,16.0,18.0,14.0,8.0,11.0,18.0,s79,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.0,18.0,11.666666666666666,9.5,10.5,14.5
,,Geologist,S80,12.0,9.0,15.0,18.0,13.0,5.0,11.0,18.0,s80,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,16.5,18.0,11.333333333333334,8.0,8.5,14.5
,,Geologist,S81,11.0,8.0,19.0,18.0,12.0,6.0,11.0,18.0,s81,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,18.0,10.333333333333334,8.5,8.5,14.5
,,Geologist,S82,14.0,5.0,20.0,18.0,11.0,7.0,11.0,18.0,s82,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,19.0,18.0,10.0,9.0,10.5,14.5
,,Geologist,S83,11.0,6.0,17.0,18.0,14.0,8.0,11.0,18.0,s83,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,18.0,10.333333333333334,9.5,9.5,14.5
,,Geologist,S84,12.0,7.0,17.0,18.0,11.0,9.0,11.0,17.0,s84,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.0,17.5,10.0,10.0,10.5,14.5
,,Geologist,S85,13.0,8.0,18.0,18.0,12.0,8.0,11.0,17.0,s85,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,17.5,11.0,9.5,10.5,14.5
,,Geologist,S86,14.0,9.0,17.0,18.0,13.0,5.0,11.0,17.0,s86,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.0,17.5,12.0,8.0,9.5,14.5
,,Geologist,S87,13.0,8.0,17.0,18.0,13.0,6.0,14.0,17.0,s87,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.0,17.5,11.333333333333334,10.0,9.5,16.0
,,Geologist,S88,12.0,5.0,16.0,18.0,14.0,7.0,14.0,17.0,s88,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,16.5,17.5,10.333333333333334,10.5,9.5,16.0
,,Geologist,S89,11.0,6.0,15.0,18.0,13.0,8.0,14.0,17.0,s89,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,16.0,17.5,10.0,11.0,9.5,16.0
,,Geologist,S90,14.0,7.0,19.0,19.0,12.0,9.0,14.0,17.0,s90,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.0,18.0,11.0,11.5,11.5,16.5
,,Geologist,S91,11.0,8.0,20.0,19.0,11.0,8.0,14.0,17.0,s91,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,18.0,10.0,11.0,9.5,16.5
,,Geologist,S92,12.0,9.0,17.0,19.0,14.0,5.0,14.0,17.0,s92,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.0,18.0,11.666666666666666,9.5,8.5,16.5
,,Geologist,S93,13.0,8.0,17.0,19.0,11.0,6.0,14.0,17.0,s93,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.0,18.0,10.666666666666666,10.0,9.5,16.5
,,Geologist,S94,14.0,5.0,18.0,19.0,12.0,7.0,14.0,17.0,s94,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.5,18.0,10.333333333333334,10.5,10.5,16.5
,,Geologist,S95,13.0,6.0,17.0,19.0,11.0,8.0,14.0,17.0,s95,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.0,18.0,10.0,11.0,10.5,16.5
,,Geologist,S96,12.0,7.0,16.0,19.0,12.0,9.0,14.0,17.0,s96,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,16.5,18.0,10.333333333333334,11.5,10.5,16.5
,,Geologist,S97,11.0,8.0,15.0,19.0,13.0,8.0,14.0,17.0,s97,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,16.0,18.0,10.666666666666666,11.0,9.5,16.5
,,Geologist,S98,14.0,9.0,19.0,19.0,14.0,5.0,14.0,17.0,s98,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.0,18.0,12.333333333333334,9.5,9.5,16.5
,,Geologist,S99,11.0,7.0,20.0,19.0,13.0,9.0,14.0,17.0,s99,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,18.5,18.0,10.333333333333334,11.5,10.0,16.5
,,Geologist,S100,12.0,6.0,17.0,19.0,12.0,7.0,14.0,17.0,s100,AVG,POOR,BEST,BEST,AVG,POOR,AVG,BEST,17.0,18.0,10.0,10.5,9.5,16.5
3.0,,"Marine Biologist
",S101,5.0,6.0,11.0,20.0,12.0,7.0,13.0,19.0,s101,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.0,19.5,7.666666666666667,10.0,6.0,16.5
,,"Marine Biologist
",S102,6.0,5.0,12.0,20.0,12.0,9.0,13.0,19.0,s102,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.5,19.5,7.666666666666667,11.0,7.5,16.5
,,"Marine Biologist
",S103,7.0,6.0,14.0,20.0,12.0,10.0,11.0,19.0,s103,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,16.5,19.5,8.333333333333334,10.5,8.5,15.5
,,"Marine Biologist
",S104,8.0,7.0,12.0,20.0,12.0,9.0,12.0,19.0,s104,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.5,19.5,9.0,10.5,8.5,16.0
,,"Marine Biologist
",S105,9.0,8.0,13.0,20.0,12.0,8.0,14.0,19.0,s105,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,16.0,19.5,9.666666666666666,11.0,8.5,17.0
,,"Marine Biologist
",S106,10.0,9.0,11.0,20.0,12.0,7.0,12.0,19.0,s106,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.0,19.5,10.333333333333334,9.5,8.5,16.0
,,"Marine Biologist
",S107,9.0,8.0,12.0,20.0,12.0,6.0,13.0,19.0,s107,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.5,19.5,9.666666666666666,9.5,7.5,16.5
,,"Marine Biologist
",S108,8.0,5.0,14.0,20.0,12.0,6.0,11.0,19.0,s108,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,16.5,19.5,8.333333333333334,8.5,7.0,15.5
,,"Marine Biologist
",S109,7.0,6.0,12.0,20.0,12.0,9.0,12.0,19.0,s109,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.5,19.5,8.333333333333334,10.5,8.0,16.0
,,"Marine Biologist
",S110,6.0,7.0,13.0,20.0,12.0,10.0,14.0,19.0,s110,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,16.0,19.5,8.333333333333334,12.0,8.0,17.0
,,"Marine Biologist
",S111,6.0,8.0,11.0,20.0,12.0,9.0,13.0,19.0,s111,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.0,19.5,8.666666666666666,11.0,7.5,16.5
,,"Marine Biologist
",S112,7.0,9.0,12.0,20.0,12.0,8.0,11.0,19.0,s112,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.5,19.5,9.333333333333334,9.5,7.5,15.5
,,"Marine Biologist
",S113,8.0,5.0,14.0,20.0,12.0,7.0,12.0,19.0,s113,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,16.5,19.5,8.333333333333334,9.5,7.5,16.0
,,"Marine Biologist
",S114,9.0,6.0,12.0,20.0,12.0,6.0,14.0,19.0,s114,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.5,19.5,9.0,10.0,7.5,17.0
,,"Marine Biologist
",S115,10.0,7.0,13.0,20.0,12.0,6.0,12.0,19.0,s115,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,16.0,19.5,9.666666666666666,9.0,8.0,16.0
,,"Marine Biologist
",S116,9.0,8.0,11.0,20.0,12.0,9.0,13.0,19.0,s116,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.0,19.5,9.666666666666666,11.0,9.0,16.5
,,"Marine Biologist
",S117,8.0,9.0,12.0,20.0,12.0,10.0,11.0,19.0,s117,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.5,19.5,9.666666666666666,10.5,9.0,15.5
,,"Marine Biologist
",S118,7.0,8.0,14.0,20.0,12.0,9.0,12.0,19.0,s118,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,16.5,19.5,9.0,10.5,8.0,16.0
,,"Marine Biologist
",S119,6.0,5.0,12.0,20.0,12.0,8.0,14.0,19.0,s119,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.5,19.5,7.666666666666667,11.0,7.0,17.0
,,"Marine Biologist
",S120,6.0,6.0,13.0,19.0,12.0,7.0,13.0,19.0,s120,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,16.0,19.0,8.0,10.0,6.5,16.0
,,"Marine Biologist
",S121,7.0,7.0,11.0,19.0,12.0,6.0,11.0,19.0,s121,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.0,19.0,8.666666666666666,8.5,6.5,15.0
,,"Marine Biologist
",S122,8.0,8.0,12.0,19.0,12.0,6.0,12.0,19.0,s122,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.5,19.0,9.333333333333334,9.0,7.0,15.5
,,"Marine Biologist
",S123,9.0,9.0,14.0,19.0,11.0,9.0,14.0,16.0,s123,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.0,17.5,9.666666666666666,11.5,9.0,16.5
,,"Marine Biologist
",S124,10.0,5.0,12.0,19.0,11.0,10.0,12.0,16.0,s124,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,14.0,17.5,8.666666666666666,11.0,10.0,15.5
,,"Marine Biologist
",S125,9.0,6.0,13.0,19.0,11.0,9.0,13.0,16.0,s125,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,14.5,17.5,8.666666666666666,11.0,9.0,16.0
,,"Marine Biologist
",S126,8.0,7.0,11.0,19.0,11.0,8.0,11.0,16.0,s126,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,13.5,17.5,8.666666666666666,9.5,8.0,15.0
,,"Marine Biologist
",S127,7.0,8.0,12.0,19.0,11.0,7.0,12.0,16.0,s127,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,14.0,17.5,8.666666666666666,9.5,7.0,15.5
,,"Marine Biologist
",S128,6.0,9.0,14.0,19.0,11.0,6.0,14.0,16.0,s128,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,15.0,17.5,8.666666666666666,10.0,6.0,16.5
,,"Marine Biologist
",S129,6.0,8.0,12.0,19.0,11.0,6.0,13.0,16.0,s129,POOR,POOR,AVG,BEST,AVG,POOR,AVG,BEST,14.0,17.5,8.333333333333334,9.5,6.0,16.0
